word1;word2
ЗАКЛЮЧЕНИЕ;КОНТРАКТ
ЗАКЛЮЧЕНИЕ;СДЕЛКА
ЗАКЛЮЧЕНИЕ;СОГЛАШЕНИЕ
ЗАМЕСТИТЕЛЬ;ДИРЕКТОР
ЗАМЕСТИТЕЛЬ;МИНИСТР
ЗАМЕСТИТЕЛЬ;НАЧАЛЬНИК
ЗАМЕСТИТЕЛЬ;ПРЕДСЕДАТЕЛЬ
ЗАМЕСТИТЕЛЬ;РУКОВОДИТЕЛЬ
ЗАМОРОЗКА;АКТИВ
ЗАМОРОЗКА;ДОБЫЧА
ЗАМОРОЗКА;НАКОПЛЕНИЕ
ЗАМОРОЗКА;ТАРИФ
ЗАНАВЕС;ВСТРЕЧА
ЗАНАВЕС;МАТЧ
ЗАНАВЕС;ПЕРИОД
ЗАНАВЕС;ТАЙМ
ЗАРЯДКА;АККУМУЛЯТОР
ЗАРЯДКА;БАТАРЕЯ
ЗАРЯДКА;ГАДЖЕТ
ЗАРЯДКА;СМАРТФОН
ЗАРЯДКА;ТЕЛЕФОН
ЗАРЯДКА;ЭЛЕКТРОМОБИЛЬ
ЗВОН;БОКАЛ
ЗВОН;КОЛОКОЛ
ЗВОН;КОЛОКОЛЬЧИК
ЗВОН;ПОСУДА
ЗВОН;СТЕКЛО
ИЗОТОП;ВОДОРОД
ИЗОТОП;КИСЛОРОД
ИЗОТОП;УГЛЕРОД
ИЗОТОП;УРАН
ИЗОТОП;ЭЛЕМЕНТ
ИНГИБИТОР;ЗАХВАТ
ИНГИБИТОР;КОРРОЗИЯ
ИНГИБИТОР;ПОМПА
ИНГИБИТОР;ПРОТЕАЗА
ИНГИБИТОР;ФЕРМЕНТ
ИНДЕКСАЦИЯ;ВЫПЛАТА
ИНДЕКСАЦИЯ;ЗАРПЛАТА
ИНДЕКСАЦИЯ;ПЕНСИЯ
ИНДЕКСАЦИЯ;ТАРИФ
ИНДУСТРИЯ;ГОСТЕПРИИМСТВО
ИНДУСТРИЯ;КРАСОТА
ИНДУСТРИЯ;МОДА
ИНДУСТРИЯ;РАЗВЛЕЧЕНИЕ
ИНДУСТРИЯ;ТУРИЗМ
ИОН;ВОДОРОД
ИОН;КАЛЬЦИЙ
ИОН;МЕТАЛЛ
ИОН;НАТРИЙ
КАБИНА;ЛИФТ
КАБИНА;МАШИНИСТ
КАБИНА;ПИЛОТ
КАБИНА;ЭКИПАЖ
КАРМАН;БРЮКИ
КАРМАН;ДЖИНСЫ
КАРМАН;КУРТКА
КАРМАН;ПИДЖАК
КИЛОМЕТР;АВТОДОРОГА
КИЛОМЕТР;ПРОБЕГ
КИЛОМЕТР;ПУТЬ
КИЛОМЕТР;ТРАССА
КЛАССИКА;ЖАНР
КЛАССИКА;КИНЕМАТОГРАФ
КЛАССИКА;КИНО
КЛАССИКА;ЛИТЕРАТУРА
КОЛЛЕГИЯ;АДВОКАТ
КОЛЛЕГИЯ;МИНИСТЕРСТВО
КОЛЛЕГИЯ;ПРИСЯЖНЫЙ
КОЛЛЕГИЯ;СУДЬЯ
КОМАНДИР;БАТАЛЬОН
КОМАНДИР;ВЗВОД
КОМАНДИР;ДИВИЗИЯ
КОМАНДИР;РОТА
КОМПЕТЕНТНОСТЬ;ПЕДАГОГ
КОМПЕТЕНТНОСТЬ;ПРЕПОДАВАТЕЛЬ
КОМПЕТЕНТНОСТЬ;СПЕЦИАЛИСТ
КОМПЕТЕНТНОСТЬ;СТУДЕНТ
КОМПЕТЕНТНОСТЬ;УЧИТЕЛЬ
КОНЦОВКА;ВСТРЕЧА
КОНЦОВКА;МАТЧ
КОНЦОВКА;ПЕРИОД
КОНЦОВКА;ТАЙМ
КРАЕШЕК;ГУБА
КРАЕШЕК;ДИВАН
КРАЕШЕК;КРОВАТЬ
КРАЕШЕК;СТОЛ
КРАЕШЕК;СТУЛ
КРЕСТЬЯНИН;ГУБЕРНИЯ
КРЕСТЬЯНИН;ДЕРЕВНЯ
КРЕСТЬЯНИН;СЕЛО
КРЕСТЬЯНИН;УЕЗД
КУПЮРА;ДОСТОИНСТВО
КУПЮРА;ЕВРО
КУПЮРА;НОМИНАЛ
КУПЮРА;ОБРАЗЕЦ
КУРЕНИЕ;КАЛЬЯН
КУРЕНИЕ;МАРИХУАНА
КУРЕНИЕ;СИГАРЕТА
КУРЕНИЕ;ТАБАК
ЛОЖКА;ДЁГОТЬ
ЛОЖКА;МАСЛО
ЛОЖКА;МЁД
ЛОЖКА;САХАР
ЛОЖКА;СОЛЬ
МЕТАНИЕ;ГРАНАТА
МЕТАНИЕ;ДИСК
МЕТАНИЕ;КОПЬЁ
МЕТАНИЕ;МОЛОТ
МЕТАНИЕ;НОЖ
МИСКА;КАША
МИСКА;ПОХЛЁБКА
МИСКА;САЛАТ
МИСКА;СУП
МЫШЦА;БЕДРО
МЫШЦА;ЖИВОТ
МЫШЦА;СПИНА
МЫШЦА;ШЕЯ
НАКЛАДКА;АРКА
НАКЛАДКА;БАМПЕР
НАКЛАДКА;КУЗОВ
НАКЛАДКА;ПОРОГ
НАПЛЫВ;БЕЖЕНЕЦ
НАПЛЫВ;МИГРАНТ
НАПЛЫВ;ПОСЕТИТЕЛЬ
НАПЛЫВ;ТУРИСТ
НАРКОМ;ВМФ
НАРКОМ;ОБОРОНА
НАРКОМ;ПРОМЫШЛЕННОСТЬ
НАРКОМ;ПРОСВЕЩЕНИЕ
НАРУШИТЕЛЬ;ГРАНИЦА
НАРУШИТЕЛЬ;ПДД
НАРУШИТЕЛЬ;ПОРЯДОК
НАРУШИТЕЛЬ;ПРАВИЛО
НАРУШИТЕЛЬ;СПОКОЙСТВИЕ
НАЧИСЛЕНИЕ;ОЧКО
НАЧИСЛЕНИЕ;ПЕНСИЯ
НАЧИСЛЕНИЕ;ПЕНЯ
НАЧИСЛЕНИЕ;ПЛАТА
НАЧИСЛЕНИЕ;ПРОЦЕНТ
НЕВЫПОЛНЕНИЕ;ОБЯЗАННОСТЬ
НЕВЫПОЛНЕНИЕ;ОБЯЗАТЕЛЬСТВО
НЕВЫПОЛНЕНИЕ;ТРЕБОВАНИЕ
НЕВЫПОЛНЕНИЕ;УСЛОВИЕ
НОРМАТИВ;ГТО
НОРМАТИВ;ДОСТАТОЧНОСТЬ
НОРМАТИВ;МАСТЕР
НОРМАТИВ;ПОТРЕБЛЕНИЕ
ОБИВКА;КРЕСЛО
ОБИВКА;МЕБЕЛЬ
ОБИВКА;САЛОН
ОБИВКА;СИДЕНИЕ
ОБОГРЕВ;ЗЕРКАЛО
ОБОГРЕВ;ПОМЕЩЕНИЕ
ОБОГРЕВ;РУЛЬ
ОБОГРЕВ;СИДЕНИЕ
ОБОГРЕВ;СТЕКЛО
ОБЪЕКТИВ;ВИДЕОКАМЕРА
ОБЪЕКТИВ;КАМЕРА
ОБЪЕКТИВ;ТЕЛЕКАМЕРА
ОБЪЕКТИВ;ФОТОАППАРАТ
ОБЪЕКТИВ;ФОТОГРАФ
ОБЪЕКТИВ;ФОТОКАМЕРА
ОКСИД;АЗОТ
ОКСИД;АЛЮМИНИЙ
ОКСИД;ЖЕЛЕЗО
ОКСИД;УГЛЕРОД
ОПЕРА;ВАГНЕР
ОПЕРА;КОМПОЗИТОР
ОПЕРА;МОЦАРТ
ОПЕРА;РИХАРД
ОПЕРАТИВНИК;МВД
ОПЕРАТИВНИК;ОТДЕЛ
ОПЕРАТИВНИК;РОЗЫСК
ОПЕРАТИВНИК;ФСБ
ОРДЕН;ЗВЕЗДА
ОРДЕН;ЗНАМЯ
ОРДЕН;ЛЕНИН
ОРДЕН;СЛАВА
ОТРЕЧЕНИЕ;ГОСУДАРЬ
ОТРЕЧЕНИЕ;ИМПЕРАТОР
ОТРЕЧЕНИЕ;КОРОЛЬ
ОТРЕЧЕНИЕ;НАПОЛЕОН
ОТРЕЧЕНИЕ;ЦАРЬ
ПЕЛЕНА;ДОЖДЬ
ПЕЛЕНА;ОБЛАКО
ПЕЛЕНА;СЛЕЗА
ПЕЛЕНА;ТУМАН
ПОГОЛОВЬЕ;КОРОВА
ПОГОЛОВЬЕ;ОВЦА
ПОГОЛОВЬЕ;СВИНЬЯ
ПОГОЛОВЬЕ;СКОТ
ПОДОШВА;БОТИНОК
ПОДОШВА;ГОРА
ПОДОШВА;ОБУВЬ
ПОДОШВА;САПОГ
ПОЛЮС;ЗОЛОТО
ПОЛЮС;ЛУНА
ПОЛЮС;ПЛАНЕТА
ПОЛЮС;ХОЛОД
ПОНЕДЕЛЬНИК;МАЙ
ПОНЕДЕЛЬНИК;МЕСЯЦ
ПОНЕДЕЛЬНИК;ОКТЯБРЬ
ПОНЕДЕЛЬНИК;СЕДМИЦА
ПОНЕДЕЛЬНИК;СЕНТЯБРЬ
ПРИБАВКА;ВЕС
ПРИБАВКА;МАССА
ПРИБАВКА;МОЩНОСТЬ
ПРИБАВКА;УРОЖАЙ
ПРИБАВКА;УРОЖАЙНОСТЬ
ПРИЗ;ЖЮРИ
ПРИЗ;КИНОФЕСТИВАЛЬ
ПРИЗ;СИМПАТИЯ
ПРИЗ;ФЕСТИВАЛЬ
ПРИНЦ;АРАВИЯ
ПРИНЦ;ГАРРИ
ПРИНЦ;УИЛЬЯМ
ПРИНЦ;ЧАРЛЬЗ
ПРОГНОЗ;АНАЛИТИК
ПРОГНОЗ;ПОГОДА
ПРОГНОЗ;СИНОПТИК
ПРОГНОЗ;ЭКСПЕРТ
ПРОКЛАДКА;ГАЗОПРОВОД
ПРОКЛАДКА;КАБЕЛЬ
ПРОКЛАДКА;ТРУБА
ПРОКЛАДКА;ТРУБОПРОВОД
ПРОРЫВ;БЛОКАДА
ПРОРЫВ;ДАМБА
ПРОРЫВ;ОБОРОНА
ПРОРЫВ;ТРУБА
ПРОСЛУШИВАНИЕ;МУЗЫКА
ПРОСЛУШИВАНИЕ;ПЕРЕГОВОРЫ
ПРОСЛУШИВАНИЕ;РАЗГОВОР
ПРОСЛУШИВАНИЕ;ТЕЛЕФОН
ПРОСЛУШКА;ОППОЗИЦИОНЕР
ПРОСЛУШКА;ПЕРЕГОВОРЫ
ПРОСЛУШКА;РАЗГОВОР
ПРОСЛУШКА;ТЕЛЕФОН
ПРОСРОЧКА;ВЫПЛАТА
ПРОСРОЧКА;ИСПОЛНЕНИЕ
ПРОСРОЧКА;ОПЛАТА
ПРОСРОЧКА;ПЛАТЁЖ
РАЗВЛЕЧЕНИЕ;ИРКУТСК
РАЗВЛЕЧЕНИЕ;КРАСНОЯРСК
РАЗВЛЕЧЕНИЕ;ОМСК
РАЗВЛЕЧЕНИЕ;ТОМСКА
РАЗЖИГАНИЕ;ВРАЖДА
РАЗЖИГАНИЕ;КОНФЛИКТ
РАЗЖИГАНИЕ;НЕНАВИСТЬ
РАЗЖИГАНИЕ;РОЗНЬ
РАК;ГРУДЬ
РАК;ЖЕЛЕЗА
РАК;ЖЕЛУДОК
РАК;КОЖА
РАК;ЛЁГКОЕ
РАСКОПКА;ГОРОДИЩЕ
РАСКОПКА;КУРГАН
РАСКОПКА;МОГИЛЬНИК
РАСКОПКА;ПОСЕЛЕНИЕ
РАСПИТИЕ;АЛКОГОЛЬ
РАСПИТИЕ;НАПИТОК
РАСПИТИЕ;ПИВО
РАСПИТИЕ;СПИРТНОЕ
РАССТРОЙСТВО;ЖЕЛУДОК
РАССТРОЙСТВО;ПОВЕДЕНИЕ
РАССТРОЙСТВО;ПСИХИКА
РАССТРОЙСТВО;СПЕКТР
РАТИФИКАЦИЯ;ДОГОВОР
РАТИФИКАЦИЯ;КОНВЕНЦИЯ
РАТИФИКАЦИЯ;ПРОТОКОЛ
РАТИФИКАЦИЯ;СОГЛАШЕНИЕ
РЕД;АКАД
РЕД;ПЕРЕВОД
РЕД;ПОСТАНОВЛЕНИЕ
РЕД;ПРОФ
РЕСПУБЛИКА;АЗИЯ
РЕСПУБЛИКА;ДНР
РЕСПУБЛИКА;ДОНБАСС
РЕСПУБЛИКА;КАВКАЗ
РЕСПУБЛИКА;СОЮЗ
РЕФИНАНСИРОВАНИЕ;ЗАДОЛЖЕННОСТЬ
РЕФИНАНСИРОВАНИЕ;ИПОТЕКА
РЕФИНАНСИРОВАНИЕ;КРЕДИТ
РЕФИНАНСИРОВАНИЕ;ЦБ
РУКОЯТКА;МЕЧ
РУКОЯТКА;НОЖ
РУКОЯТКА;ПИСТОЛЕТ
РУКОЯТКА;РЕВОЛЬВЕР
РУКОЯТЬ;КИНЖАЛ
РУКОЯТЬ;МЕЧ
РУКОЯТЬ;НОЖ
РУКОЯТЬ;ПИСТОЛЕТ
РЮМКА;ВИНО
РЮМКА;ВОДКА
РЮМКА;КОНЬЯК
РЮМКА;ЧАЙ
САЛЬДО;БАЛАНС
САЛЬДО;ОПЕРАЦИЯ
САЛЬДО;СЧЁТ
САЛЬДО;ТОРГОВЛЯ
САН;АРХИЕПИСКОП
САН;АРХИМАНДРИТ
САН;ДИАКОН
САН;ЕПИСКОП
САН;ИЕРОМОНАХ
САН;МИТРОПОЛИТ
САН;СВЯЩЕННИК
СВЕТ;ЛАМПА
СВЕТ;ЛУНА
СВЕТ;ФАРА
СВЕТ;ФОНАРЬ
СВОДКА;ГИБДД
СВОДКА;НОВОСТЬ
СВОДКА;ПОГОДА
СВОДКА;ПРОИСШЕСТВИЕ
СВОДКА;СОВИНФОРМБЮРО
СЕССИЯ;АССАМБЛЕЯ
СЕССИЯ;ЗАЕЗД
СЕССИЯ;ПАРЛАМЕНТ
СЕССИЯ;СОБРАНИЕ
СЖИГАНИЕ;ЖИР
СЖИГАНИЕ;ОТХОД
СЖИГАНИЕ;ТОПЛИВО
СЖИГАНИЕ;УГОЛЬ
СЖИГАНИЕ;ЧУЧЕЛО
СКЛАДКА;КОЖА
СКЛАДКА;МЕСТНОСТЬ
СКЛАДКА;ОДЕЖДА
СКЛАДКА;ПЛАТЬЕ
СЛЕДОВАТЕЛЬ;КОМИТЕТ
СЛЕДОВАТЕЛЬ;ОТДЕЛ
СЛЕДОВАТЕЛЬ;ПРОКУРАТУРА
СЛЕДОВАТЕЛЬ;СК
СМЯГЧЕНИЕ;МЕРА
СМЯГЧЕНИЕ;НАКАЗАНИЕ
СМЯГЧЕНИЕ;ПОЛИТИКА
СМЯГЧЕНИЕ;ПОСЛЕДСТВИЕ
СМЯГЧЕНИЕ;ПРИГОВОР
СМЯГЧЕНИЕ;САНКЦИЯ
СОБОР;БОГОМАТЕРЬ
СОБОР;ЕПАРХИЯ
СОБОР;КРЕМЛЬ
СОБОР;МОНАСТЫРЬ
СОБОР;ПЁТР
СОЗЫВ;ГОСДУМА
СОЗЫВ;ДУМА
СОЗЫВ;ЗАСЕДАНИЕ
СОЗЫВ;КОНФЕРЕНЦИЯ
СОЗЫВ;ПАРЛАМЕНТ
СОЗЫВ;СОБОР
СОЗЫВ;СОБРАНИЕ
СОЗЫВ;СЪЕЗД
СОСТАВЛЕНИЕ;ПЛАН
СОСТАВЛЕНИЕ;ПРОТОКОЛ
СОСТАВЛЕНИЕ;РЕЙТИНГ
СОСТАВЛЕНИЕ;СПИСОК
СПИНКА;ДИВАН
СПИНКА;КРЕСЛО
СПИНКА;КРОВАТЬ
СПИНКА;СИДЕНИЕ
СПИНКА;СТУЛ
СРАБАТЫВАНИЕ;ДАТЧИК
СРАБАТЫВАНИЕ;ПОДУШКА
СРАБАТЫВАНИЕ;СИГНАЛИЗАЦИЯ
СРАБАТЫВАНИЕ;УСТРОЙСТВО
СТАДО;БАРАН
СТАДО;КОРОВА
СТАДО;ОВЦА
СТАДО;ОЛЕНЬ
СТАДО;СКОТ
СТАЖИРОВКА;ВЫПУСКНИК
СТАЖИРОВКА;ПРЕПОДАВАТЕЛЬ
СТАЖИРОВКА;СПЕЦИАЛИСТ
СТАЖИРОВКА;СТУДЕНТ
СТАКАНЧИК;ВИНО
СТАКАНЧИК;ВИСКИ
СТАКАНЧИК;КОФЕ
СТАКАНЧИК;ЧАЙ
СТАТЬЯ;КОАП
СТАТЬЯ;КОДЕКС
СТАТЬЯ;КОНСТИТУЦИЯ
СТАТЬЯ;УК
СТЕНОГРАММА;БЕСЕДА
СТЕНОГРАММА;ВСТРЕЧА
СТЕНОГРАММА;ВЫСТУПЛЕНИЕ
СТЕНОГРАММА;ЗАСЕДАНИЕ
СТЕНОГРАММА;ПЕРЕГОВОРЫ
СТЕНОГРАММА;РАЗГОВОР
СТЕНОГРАММА;СОВЕЩАНИЕ
СТОЙКА;БАР
СТОЙКА;КУЗОВ
СТОЙКА;РЕГИСТРАЦИЯ
СТОЙКА;ШАССИ
СТОЛБ;ДЫМ
СТОЛБ;ОГОНЬ
СТОЛБ;ПЛАМЯ
СТОЛБ;ПЫЛЬ
СТРЕЛКА;КОМПАС
СТРЕЛКА;ОСТРОВ
СТРЕЛКА;СПИДОМЕТР
СТРЕЛКА;ЧАС
СТУПЕНЬКА;КРЫЛЬЦО
СТУПЕНЬКА;ЛЕСТНИЦА
СТУПЕНЬКА;ПОДИУМ
СТУПЕНЬКА;ПЬЕДЕСТАЛ
СУББОТА;АВГУСТ
СУББОТА;ИЮНЬ
СУББОТА;МЕСЯЦ
СУББОТА;СЕДМИЦА
СУББОТА;СЕНТЯБРЬ
ТЕРРАСА;КАФЕ
ТЕРРАСА;НАБЕРЕЖНАЯ
ТЕРРАСА;РЕСТОРАН
ТЕРРАСА;САД
ТОВАР;НАЗНАЧЕНИЕ
ТОВАР;НЕОБХОДИМОСТЬ
ТОВАР;ПОТРЕБЛЕНИЕ
ТОВАР;СПРОС
УДОВЛЕТВОРЕНИЕ;ИСК
УДОВЛЕТВОРЕНИЕ;ПОТРЕБНОСТЬ
УДОВЛЕТВОРЕНИЕ;ТРЕБОВАНИЕ
УДОВЛЕТВОРЕНИЕ;ХОДАТАЙСТВО
УЖЕСТОЧЕНИЕ;КОНТРОЛЬ
УЖЕСТОЧЕНИЕ;МЕРА
УЖЕСТОЧЕНИЕ;НАКАЗАНИЕ
УЖЕСТОЧЕНИЕ;ОТВЕТСТВЕННОСТЬ
УЖЕСТОЧЕНИЕ;ПОЛИТИКА
УЖЕСТОЧЕНИЕ;ПРАВИЛО
УЖЕСТОЧЕНИЕ;САНКЦИЯ
УЖЕСТОЧЕНИЕ;ТРЕБОВАНИЕ
УКЛАДКА;АСФАЛЬТ
УКЛАДКА;ПЛИТКА
УКЛАДКА;ПОКРЫТИЕ
УКЛАДКА;СЛОЙ
УКЛАДКА;ТРУБА
УКУС;ЗМЕЯ
УКУС;КЛЕЩ
УКУС;КОМАР
УКУС;НАСЕКОМОЕ
УКУС;СОБАКА
УНА;МОРД
УНА;МЁД
УНА;СПБ
УНА;СПЕЦ
УСИЛИТЕЛЬ;ВКУС
УСИЛИТЕЛЬ;МОЩНОСТЬ
УСИЛИТЕЛЬ;РУЛЬ
УСИЛИТЕЛЬ;ТОРМОЗ
УТРО;ВЕЧЕР
УТРО;ПОНЕДЕЛЬНИК
УТРО;ПЯТНИЦА
УТРО;СУББОТА
УХУДШЕНИЕ;ЗДОРОВЬЕ
УХУДШЕНИЕ;САМОЧУВСТВИЕ
УХУДШЕНИЕ;СОСТОЯНИЕ
УХУДШЕНИЕ;УСЛОВИЕ
ФЕДЕРАЦИЯ;АТЛЕТИКА
ФЕДЕРАЦИЯ;СПОРТ
ФЕДЕРАЦИЯ;ФУТБОЛ
ФЕДЕРАЦИЯ;ХОККЕЙ
ФИНИШ;ГОНКА
ФИНИШ;ГРАН
ФИНИШ;МАРАФОН
ФИНИШ;ЭТАП
ФОЙЕ;ДВОРЕЦ
ФОЙЕ;ЗАЛ
ФОЙЕ;КИНОТЕАТР
ФОЙЕ;ЭТАЖ
ХЛОРИД;АЛЮМИНИЙ
ХЛОРИД;АММОНИЙ
ХЛОРИД;КАЛИЙ
ХЛОРИД;КАЛЬЦИЙ
ХЛОРИД;НАТРИЙ
ХОДАТАЙСТВО;АДВОКАТ
ХОДАТАЙСТВО;ЗАЩИТА
ХОДАТАЙСТВО;ПРОКУРАТУРА
ХОДАТАЙСТВО;СЛЕДОВАТЕЛЬ
ХОДАТАЙСТВО;СЛЕДСТВИЕ
ЦЕНТНЕР;ЕДИНИЦА
ЦЕНТНЕР;ЗЕРНО
ЦЕНТНЕР;ПШЕНИЦА
ЦЕНТНЕР;СВЁКЛА
ЦЕРЕМОНИЯ;ВРУЧЕНИЕ
ЦЕРЕМОНИЯ;НАГРАЖДЕНИЕ
ЦЕРЕМОНИЯ;ОТКРЫТИЕ
ЦЕРЕМОНИЯ;ПРОЩАНИЕ
ШКВАЛ;АПЛОДИСМЕНТЫ
ШКВАЛ;ЗВОНОК
ШКВАЛ;КРИТИКА
ШКВАЛ;ОГОНЬ
ШТАММ;БАКТЕРИЯ
ШТАММ;ВИРУС
ШТАММ;ГРИПП
ШТАММ;КОРОНАВИРУС
ШТАММ;МИКРООРГАНИЗМ
ЭКРАН;КОМПЬЮТЕР
ЭКРАН;МОНИТОР
ЭКРАН;РАДАР
ЭКРАН;ТЕЛЕВИЗОР
ЭПИДЕМИЯ;ГРИПП
ЭПИДЕМИЯ;КОРОНАВИРУС
ЭПИДЕМИЯ;ХОЛЕРА
ЭПИДЕМИЯ;ЧУМА
ЭФИР;КАНАЛ
ЭФИР;РАДИО
ЭФИР;РАДИОСТАНЦИЯ
ЭФИР;ТЕЛЕКАНАЛ
ЯСНОСТЬ;МЫСЛЬ
ЯСНОСТЬ;МЫШЛЕНИЕ
ЯСНОСТЬ;СОЗНАНИЕ
ЯСНОСТЬ;УМ
